respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R08191,2020,Netherlands,23,Man,Some college,0,Back-End Developer,Full-time,11-50,Remote,44,36600,3,4,Windows,JavaScript;HTML/CSS;C++;Bash/Shell;Haskell,NestJS;Node.js;Laravel,SQLite;Redis;MySQL;MongoDB,Cloudflare;Azure,Vim/Neovim;IntelliJ IDEA,Gemini;Windsurf;Perplexity,Daily,38,Somewhat positive,Moderate threat,Official docs,1,Open to offers,2,Sometimes,Elixir
R08192,2021,Canada,43,Man,Self-taught / Bootcamp,17,Front-End Developer,Full-time,5001-10000,Hybrid,48,84200,3,3,macOS,Java;Python;HTML/CSS;Bash/Shell;Kotlin;SQL,Tailwind CSS;Flutter;React,MongoDB;MySQL;Cassandra,Google Cloud;Cloudflare;Fly.io,VS Code;Vim/Neovim;IntelliJ IDEA,GitHub Copilot;Tabnine;Cursor AI,Daily,29,Neutral,Minimal threat,YouTube,1,Open to offers,4,Sometimes,Kubernetes;AI/ML
R08193,2024,Romania,29,Man,Master's degree,6,Machine Learning Engineer,Full-time,10000+,Hybrid,27,28600,5,1,Windows,Bash/Shell;C#;JavaScript,React;Next.js;NestJS,MySQL;Firebase Realtime DB,Netlify;Cloudflare;DigitalOcean,VS Code,,Rarely,0,Somewhat positive,Significant threat,ChatGPT/AI,1,Not looking,5,Rarely,Kotlin;TypeScript
R08194,2025,United Kingdom,28,Man,Master's degree,10,Embedded Developer,Full-time,51-200,In-Office,38,88800,5,4,macOS,Lua;C++;TypeScript;JavaScript,Express;PyTorch;Django,SQLite;Microsoft SQL Server;Supabase,Azure;AWS,VS Code,Perplexity;GitHub Copilot;ChatGPT,Multiple times daily,36,Somewhat negative,Moderate threat,Online courses,1,Not looking,5,Often,TypeScript
R08195,2025,Germany,43,Man,Self-taught / Bootcamp,11,Front-End Developer,Full-time,201-1000,Remote,28,111600,3,2,Linux,Python,Node.js,Microsoft SQL Server;PostgreSQL,Cloudflare;DigitalOcean,PyCharm;IntelliJ IDEA;Visual Studio,ChatGPT;Windsurf,Weekly,17,Somewhat positive,Moderate threat,Online courses,1,Open to offers,3,Sometimes,AI/ML
R08196,2026,Ukraine,27,Non-binary,Master's degree,6,Data Scientist,Full-time,5001-10000,Hybrid,31,23600,4,5,macOS,JavaScript,Flutter;Next.js;React;PyTorch,MongoDB;SQLite;Microsoft SQL Server,Render,Vim/Neovim;Visual Studio,,Multiple times daily,24,Very positive,Moderate threat,YouTube,1,Open to offers,5,Sometimes,Swift;HTMX;Python
R08197,2022,United States,38,Man,Self-taught / Bootcamp,12,DevOps / SRE,Full-time,5001-10000,Remote,31,189100,4,4,macOS,HTML/CSS;SQL;Java;C#;JavaScript;Bash/Shell,React;Angular;Bootstrap,Microsoft SQL Server;PostgreSQL;SQLite,Cloudflare;DigitalOcean,Android Studio;VS Code,Perplexity,Never,6,Somewhat negative,Significant threat,YouTube,1,Not looking,5,Often,Go;Elixir
R08198,2022,United States,30,Man,Self-taught / Bootcamp,8,Front-End Developer,Full-time,11-50,Hybrid,26,81900,4,4,macOS,Rust,htmx;Spring Boot,MySQL;Firebase Realtime DB;SQLite,Render,Visual Studio;Zed;VS Code,Claude;Perplexity;v0,Rarely,11,Somewhat positive,Minimal threat,Stack Overflow,0,Actively looking,5,Always,TypeScript;Rust
R08199,2020,United States,46,Man,Self-taught / Bootcamp,21,Data Scientist,Full-time,51-200,Remote,32,236900,3,1,Windows,Java;Scala;Python;JavaScript,Express,Oracle;Supabase;PostgreSQL,Fly.io;AWS;Vercel,WebStorm;Android Studio,v0;GitHub Copilot;ChatGPT,Never,0,Very positive,Minimal threat,Stack Overflow,0,Open to offers,2,Rarely,Python
R08200,2026,United Kingdom,27,Man,Master's degree,2,Mobile Developer,Full-time,1-10,Remote,26,64200,4,4,Windows,Python;TypeScript;C;Java;HTML/CSS,PyTorch;Vue.js;Tailwind CSS;Next.js,MySQL,AWS;Azure;DigitalOcean,VS Code,,Weekly,26,Somewhat negative,No threat,Stack Overflow,1,Open to offers,5,Rarely,Python;Elixir
R08201,2025,Poland,31,Man,Bachelor's degree,5,Machine Learning Engineer,Full-time,10000+,Remote,41,49900,4,4,Windows,HTML/CSS;PHP;C#;Lua;C++,Node.js,DynamoDB;MySQL,Google Cloud,VS Code;IntelliJ IDEA,,Daily,40,Somewhat positive,Significant threat,ChatGPT/AI,0,Open to offers,4,Never,TypeScript;Go
R08202,2021,Norway,29,Man,Bachelor's degree,13,Full-Stack Developer,Full-time,201-1000,Remote,41,171700,5,5,Windows,Lua,Node.js;Vue.js;TensorFlow;Tailwind CSS;React,Redis;MongoDB;Oracle,DigitalOcean;Azure;Heroku,VS Code;IntelliJ IDEA,Tabnine;GitHub Copilot;ChatGPT;Perplexity,Monthly,23,Somewhat negative,Moderate threat,YouTube,0,Not looking,4,Sometimes,Elixir
R08203,2022,Russia,32,Man,Master's degree,12,Engineering Manager,Full-time,10000+,Remote,38,62000,2,4,Linux,Dart;C;PHP,Flask;Laravel;Node.js,SQLite;Oracle;MongoDB,Google Cloud,VS Code,ChatGPT;GitHub Copilot;Tabnine,Daily,35,Very negative,Significant threat,YouTube,1,Open to offers,5,Rarely,AI/ML;Python
R08204,2021,United Kingdom,31,Man,Bachelor's degree,9,Full-Stack Developer,Full-time,5001-10000,Hybrid,28,66300,1,4,Windows,Java;SQL;TypeScript;Python,React;Node.js;NestJS;React Native;Spring Boot,Cassandra;PostgreSQL;Supabase,Fly.io;DigitalOcean,Cursor,GitHub Copilot;Claude;ChatGPT,Weekly,19,Somewhat negative,Minimal threat,YouTube,0,Actively looking,4,Often,Go;Web3;Kotlin
R08205,2021,Egypt,38,Man,Master's degree,16,DevOps / SRE,Full-time,51-200,Remote,42,16100,4,4,Windows,R;C++;HTML/CSS,React;Vue.js;jQuery;Spring Boot;Laravel,Elasticsearch,Railway;DigitalOcean,IntelliJ IDEA;Cursor;Xcode,GitHub Copilot;Claude Code,Multiple times daily,30,Very positive,Will replace most devs,Official docs,0,Not looking,4,Sometimes,HTMX
R08206,2020,France,30,Man,Some college,6,DevOps / SRE,Full-time,1-10,Remote,37,49200,3,1,Linux,Bash/Shell;JavaScript;Python;Ruby;SQL;TypeScript,jQuery;Node.js;Flask;Bootstrap,SQLite;PostgreSQL,Azure;DigitalOcean;AWS,PyCharm;IntelliJ IDEA;Cursor,ChatGPT;Cursor AI;Windsurf;Perplexity,Multiple times daily,33,Somewhat negative,Will replace most devs,ChatGPT/AI,0,Not looking,5,Often,Python;Kubernetes
R08207,2024,Brazil,27,Man,Master's degree,1,Back-End Developer,Part-time,1-10,Remote,9,13900,4,4,macOS,JavaScript;Kotlin;Java,Spring Boot;Tailwind CSS;Vue.js;React,MongoDB;MariaDB;Microsoft SQL Server,Google Cloud;Vercel;AWS,IntelliJ IDEA;Android Studio;Visual Studio,,Multiple times daily,44,Very positive,Minimal threat,Official docs,0,Actively looking,4,Often,Swift;Kotlin
R08208,2025,Netherlands,35,Man,Bachelor's degree,15,Data Scientist,Part-time,11-50,Remote,11,78600,4,5,Windows,Go;HTML/CSS,jQuery,PostgreSQL,Cloudflare;AWS;Azure,Android Studio;WebStorm,Gemini;Perplexity;GitHub Copilot;Claude Code,Monthly,22,Very positive,No threat,Online courses,0,Not looking,5,Never,HTMX;Web3
R08209,2026,Spain,23,Man,Self-taught / Bootcamp,1,Mobile Developer,Full-time,11-50,Remote,32,18300,4,4,macOS,Python,React;Spring Boot;Express;Svelte,DynamoDB;Redis,AWS;Azure,VS Code;PyCharm,Codeium;ChatGPT;Claude;Cursor AI,Never,0,Very positive,Minimal threat,Stack Overflow,0,Actively looking,4,Rarely,AI/ML;Web3
R08210,2024,Germany,38,Man,Bachelor's degree,22,DevOps / SRE,Full-time,5001-10000,In-Office,38,73100,3,4,Windows,JavaScript;SQL,React;Flask,SQLite,Azure,Visual Studio;Eclipse;VS Code,,Rarely,0,Neutral,Minimal threat,Books,0,Not looking,5,Never,Web3
R08211,2023,Turkey,32,Non-binary,Self-taught / Bootcamp,8,Front-End Developer,Full-time,1-10,Hybrid,37,14000,5,5,Linux,JavaScript;SQL,React Native;Svelte,DynamoDB,DigitalOcean;Google Cloud;Azure,PyCharm,,Multiple times daily,43,Very positive,Minimal threat,Stack Overflow,0,Actively looking,5,Sometimes,Kubernetes;Web3
R08212,2020,Ireland,38,Man,Bachelor's degree,17,Back-End Developer,Full-time,201-1000,Remote,34,77100,3,4,macOS,SQL,Bootstrap;Tailwind CSS,Elasticsearch;PostgreSQL,Azure;Google Cloud;AWS,Vim/Neovim;IntelliJ IDEA;VS Code,Cursor AI;Windsurf;Gemini;ChatGPT,Rarely,12,Somewhat positive,Minimal threat,YouTube,1,Open to offers,4,Rarely,Python;Rust
R08213,2023,United States,18,Man,Bachelor's degree,1,Mobile Developer,Full-time,11-50,Hybrid,32,45400,4,4,Windows,JavaScript;Python;C++;SQL;Lua,jQuery;Express;React;Vue.js;Flask,Oracle;PostgreSQL,AWS;Azure,Xcode,ChatGPT;GitHub Copilot;Codeium,Multiple times daily,31,Somewhat positive,Moderate threat,Online courses,0,Open to offers,5,Often,Swift;Rust;Go
R08214,2022,United States,28,Man,Bachelor's degree,0,Data Engineer,Full-time,51-200,Remote,43,76700,5,4,macOS,Swift;TypeScript;Kotlin,React;Laravel;React Native,Oracle;Redis;Neo4j;MySQL,AWS;Netlify;Heroku,VS Code;Vim/Neovim,Perplexity,Weekly,33,Somewhat positive,No threat,Official docs,1,Actively looking,5,Sometimes,Elixir;HTMX
R08215,2023,Sri Lanka,33,Man,Self-taught / Bootcamp,15,Cloud Engineer,Full-time,1001-5000,In-Office,43,13300,4,4,Windows,Rust;TypeScript;C++;Go;JavaScript;HTML/CSS,Next.js;Ruby on Rails,Redis,DigitalOcean,VS Code,Claude,Weekly,31,Very positive,Moderate threat,Official docs,0,Not looking,5,Often,Swift
R08216,2020,Colombia,24,Man,Some college,1,Student / Intern,Full-time,1001-5000,In-Office,34,2200,3,2,Windows,Java,React;NestJS;Flutter,PostgreSQL;MongoDB,Cloudflare;Azure,Cursor,Amazon CodeWhisperer,Multiple times daily,36,Somewhat positive,Significant threat,Official docs,0,Actively looking,5,Sometimes,Go
R08217,2022,Japan,42,Woman,Master's degree,17,Cloud Engineer,Full-time,1-10,Remote,32,111700,5,4,Windows,Java;Python;Bash/Shell,React;Vue.js;Node.js;jQuery;Angular,SQLite,Render;Google Cloud;AWS,VS Code;Visual Studio,Perplexity;Codeium,Multiple times daily,52,Somewhat negative,Significant threat,Blogs,0,Actively looking,4,Sometimes,Web3;Elixir
R08218,2025,United States,40,Man,High school,20,Full-Stack Developer,Full-time,201-1000,Remote,40,174700,4,4,Linux,C;SQL;C++;Swift;HTML/CSS;TypeScript,Next.js;TensorFlow;Flutter;React;Spring Boot,Redis;Supabase;Cassandra,Azure;AWS;Vercel,Android Studio;VS Code,ChatGPT;Claude,Monthly,12,Somewhat positive,Minimal threat,Online courses,1,Actively looking,3,Sometimes,Go;AI/ML;Zig
R08219,2024,Canada,26,Man,Bachelor's degree,0,DevOps / SRE,Full-time,1-10,Hybrid,51,35000,4,5,Linux,SQL;HTML/CSS;PHP;JavaScript;Bash/Shell;TypeScript,Svelte;.NET,MySQL,AWS;DigitalOcean;Netlify,IntelliJ IDEA,ChatGPT;Codeium;Claude,Never,4,Somewhat negative,Moderate threat,YouTube,0,Open to offers,5,Often,Kotlin;Kubernetes;Go
R08220,2023,United States,20,Woman,Bachelor's degree,0,Freelancer / Consultant,Full-time,201-1000,Hybrid,25,70700,5,5,Windows,SQL;JavaScript;Kotlin;Bash/Shell,Node.js;React,MongoDB;Supabase;PostgreSQL,Azure,Xcode,Amazon CodeWhisperer;Perplexity,Monthly,16,Somewhat negative,Will replace most devs,Colleagues,1,Open to offers,5,Sometimes,Rust;Web3
R08221,2025,India,20,Man,Self-taught / Bootcamp,1,Student / Intern,Full-time,1-10,Hybrid,19,3500,4,2,Linux,C;TypeScript,NestJS;PyTorch;Node.js,MySQL,Azure;Cloudflare,Eclipse,Claude;Perplexity;GitHub Copilot;ChatGPT,Weekly,28,Somewhat positive,Moderate threat,Stack Overflow,0,Open to offers,4,Often,HTMX
R08222,2025,India,18,Man,Bachelor's degree,0,DevOps / SRE,Full-time,1-10,Hybrid,25,9400,4,3,Linux,SQL;TypeScript;Python;HTML/CSS;Dart,Angular;Bootstrap,MySQL;Supabase,AWS;Azure;Hetzner,PyCharm;Visual Studio;Xcode,,Multiple times daily,16,Somewhat positive,No threat,ChatGPT/AI,1,Not looking,5,Often,Web3;Zig
R08223,2026,Brazil,18,Man,Master's degree,0,Full-Stack Developer,Full-time,51-200,In-Office,41,11900,4,5,macOS,TypeScript;JavaScript,Next.js;Angular;PyTorch;Node.js;Bootstrap,PostgreSQL,AWS,Android Studio,Cursor AI;GitHub Copilot;ChatGPT,Daily,49,Somewhat positive,Significant threat,ChatGPT/AI,0,Actively looking,4,Rarely,HTMX
R08224,2023,Ireland,30,Man,Bachelor's degree,3,Machine Learning Engineer,Full-time,201-1000,In-Office,34,80200,3,5,Linux,Bash/Shell;Rust;JavaScript;HTML/CSS;SQL,Next.js;Express;Nuxt.js,Oracle;PostgreSQL;ClickHouse;Elasticsearch,Azure,Visual Studio;PyCharm,Claude;Cursor AI;ChatGPT,Monthly,10,Somewhat positive,Minimal threat,Stack Overflow,1,Not looking,5,Sometimes,Rust
R08225,2022,India,24,Woman,Master's degree,4,Back-End Developer,Full-time,5001-10000,Remote,43,19100,5,3,Windows,Rust;HTML/CSS;TypeScript;Python;C#,Node.js;Flask;Svelte,SQLite;DynamoDB,AWS;Vercel,VS Code;Visual Studio;Eclipse,GitHub Copilot,Rarely,7,Somewhat positive,Minimal threat,YouTube,0,Actively looking,4,Rarely,TypeScript;Kubernetes;Python
R08226,2026,Switzerland,33,Woman,Bachelor's degree,14,Back-End Developer,Full-time,201-1000,Hybrid,31,145100,3,3,Windows,JavaScript;Go;Python;HTML/CSS;C++,Next.js,PostgreSQL;CockroachDB,DigitalOcean;Render,Vim/Neovim,Cursor AI;ChatGPT;GitHub Copilot,Monthly,20,Somewhat positive,Minimal threat,Official docs,1,Not looking,4,Sometimes,AI/ML;Swift
R08227,2024,France,20,Man,Self-taught / Bootcamp,0,Student / Intern,Full-time,201-1000,Remote,44,7300,5,5,Windows,SQL;C,Svelte,MySQL;SQLite;PostgreSQL,Cloudflare,IntelliJ IDEA;Vim/Neovim,ChatGPT,Monthly,23,Very positive,Minimal threat,ChatGPT/AI,0,Not looking,5,Rarely,Kubernetes;Python;Swift
R08228,2025,India,37,Man,Master's degree,12,Front-End Developer,Full-time,201-1000,Hybrid,36,25900,5,4,Windows,C#,React;.NET;PyTorch,SQLite;Elasticsearch,Google Cloud,Vim/Neovim;VS Code,,Daily,43,Very negative,Will replace most devs,Official docs,0,Open to offers,5,Sometimes,Elixir;Kubernetes;Python
R08229,2026,Brazil,22,Man,Doctorate (PhD),0,Full-Stack Developer,Full-time,201-1000,Remote,36,9900,4,4,macOS,HTML/CSS;TypeScript;Go;Python,TensorFlow,Elasticsearch;Oracle;SQLite;Cassandra,AWS;Railway;Google Cloud,PyCharm,ChatGPT;Perplexity;Gemini,Weekly,18,Somewhat negative,Significant threat,ChatGPT/AI,0,Actively looking,5,Rarely,Zig
R08230,2025,Kenya,35,Man,Master's degree,19,Front-End Developer,Full-time,51-200,Hybrid,36,12700,4,2,Linux,Go,Tailwind CSS,SQLite,Google Cloud,Visual Studio;VS Code,GitHub Copilot,Monthly,18,Somewhat positive,Minimal threat,Online courses,0,Not looking,3,Never,Kotlin;Zig;Kubernetes
R08231,2020,United Kingdom,30,Man,Master's degree,8,Embedded Developer,Freelance,10000+,In-Office,12,59200,3,4,Linux,Python;JavaScript;Dart;Kotlin,Next.js;React;.NET;FastAPI;Express,MongoDB,Google Cloud;Heroku;Fly.io,Visual Studio;IntelliJ IDEA,ChatGPT;Amazon CodeWhisperer,Weekly,0,Somewhat positive,Moderate threat,ChatGPT/AI,1,Actively looking,4,Sometimes,Web3
R08232,2021,Mexico,19,Man,Master's degree,2,Student / Intern,Full-time,10000+,Hybrid,47,5900,4,5,Windows,Rust;C++,Vue.js,Supabase,Azure,Vim/Neovim;IntelliJ IDEA;VS Code,Claude;Tabnine;GitHub Copilot,Multiple times daily,24,Neutral,Minimal threat,ChatGPT/AI,0,Open to offers,5,Rarely,Zig;TypeScript;Kotlin
R08233,2023,Canada,44,Woman,Bachelor's degree,24,Full-Stack Developer,Student,51-200,Hybrid,26,0,4,4,Windows,JavaScript;HTML/CSS,Svelte;Node.js;NestJS,MySQL;SQLite;PostgreSQL;Supabase,Netlify;Vercel,VS Code;Vim/Neovim,,Multiple times daily,59,Neutral,No threat,ChatGPT/AI,0,Actively looking,3,Sometimes,Swift;Go;Rust
R08234,2023,United Kingdom,26,Man,Doctorate (PhD),6,Game Developer,Unemployed,201-1000,In-Office,36,0,4,3,Linux,SQL;Bash/Shell,Svelte,ClickHouse;PostgreSQL;MySQL;Supabase,Google Cloud;Azure,Android Studio;Visual Studio;VS Code,Perplexity;Amazon CodeWhisperer;Codeium;ChatGPT,Never,4,Very positive,No threat,Online courses,1,Actively looking,4,Often,Zig;Go;AI/ML
R08235,2026,United States,36,Man,Bachelor's degree,13,Security Engineer,Freelance,51-200,Hybrid,32,148400,3,5,macOS,SQL;PHP,Node.js;Vue.js,MySQL,Railway;Azure,IntelliJ IDEA;Cursor;Visual Studio,ChatGPT;Amazon CodeWhisperer,Daily,27,Neutral,Moderate threat,Stack Overflow,0,Not looking,5,Sometimes,Go
R08236,2022,Nigeria,27,Man,Bachelor's degree,7,Back-End Developer,Full-time,51-200,Hybrid,29,12600,4,1,Windows,SQL;TypeScript,Svelte;Tailwind CSS,MariaDB,Cloudflare;AWS,VS Code,,Multiple times daily,27,Neutral,Minimal threat,Official docs,0,Not looking,5,Rarely,Python;Web3
R08237,2022,Russia,32,Man,Bachelor's degree,4,DevOps / SRE,Full-time,201-1000,Hybrid,31,21400,2,2,Linux,JavaScript;Ruby;TypeScript;Python,React;React Native;jQuery;Vue.js,Firebase Realtime DB;Redis;PostgreSQL,Netlify;Vercel;AWS,VS Code;WebStorm;Visual Studio,Cursor AI,Weekly,5,Somewhat positive,Minimal threat,Online courses,1,Open to offers,4,Sometimes,Kubernetes
R08238,2025,India,29,Woman,Associate degree,11,Full-Stack Developer,Full-time,1001-5000,Remote,45,30600,4,5,Windows,TypeScript;Kotlin;SQL,Django;Spring Boot;Next.js;React,Microsoft SQL Server,AWS;Azure;DigitalOcean,WebStorm;VS Code;Visual Studio,,Multiple times daily,31,Neutral,No threat,ChatGPT/AI,0,Not looking,2,Rarely,Kotlin
R08239,2026,Spain,24,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,1001-5000,Hybrid,47,23200,3,3,Linux,JavaScript;Kotlin;Elixir,.NET;React;Bootstrap;Angular,SQLite;PostgreSQL;MySQL;MariaDB,Netlify;Cloudflare,Vim/Neovim;Visual Studio;Sublime Text,Gemini;ChatGPT,Never,3,Very positive,Minimal threat,Online courses,1,Not looking,3,Sometimes,Elixir
R08240,2022,China,33,Man,Master's degree,8,Embedded Developer,Full-time,51-200,Hybrid,42,55000,4,5,macOS,C#;Kotlin;TypeScript,Express;PyTorch,PostgreSQL,Azure;AWS;Heroku,PyCharm;Visual Studio;Vim/Neovim,,Daily,12,Somewhat positive,Moderate threat,ChatGPT/AI,1,Open to offers,4,Sometimes,AI/ML
R08241,2022,Mexico,41,Man,Self-taught / Bootcamp,23,Full-Stack Developer,Full-time,201-1000,Hybrid,35,31300,3,5,Linux,SQL;JavaScript;Python;TypeScript,Next.js;Express,MySQL;PostgreSQL,Google Cloud,VS Code;Vim/Neovim;Cursor,Perplexity;GitHub Copilot;Claude;Amazon CodeWhisperer,Never,0,Somewhat positive,Minimal threat,ChatGPT/AI,0,Actively looking,2,Often,Web3;AI/ML
R08242,2024,Indonesia,23,Woman,Doctorate (PhD),7,Security Engineer,Freelance,10000+,Hybrid,29,25200,4,4,Windows,TypeScript;Lua,TensorFlow;React;Next.js;PyTorch;FastAPI,Supabase;MongoDB;Oracle,Cloudflare;Azure;DigitalOcean,IntelliJ IDEA;Visual Studio;PyCharm,Cursor AI;ChatGPT,Daily,23,Somewhat positive,Moderate threat,YouTube,0,Actively looking,5,Often,Zig;Kotlin;Rust
R08243,2020,United States,40,Man,Master's degree,18,Back-End Developer,Full-time,10000+,Remote,39,181300,4,5,macOS,C++;JavaScript;PHP;Python;TypeScript,React,Redis,AWS;Cloudflare;DigitalOcean,IntelliJ IDEA,GitHub Copilot;Perplexity;Gemini;ChatGPT,Multiple times daily,27,Somewhat negative,No threat,Official docs,0,Open to offers,4,Rarely,Rust;Web3;Kubernetes
R08244,2023,Portugal,36,Man,Master's degree,13,Mobile Developer,Full-time,11-50,Remote,38,25400,4,4,Windows,C;SQL;HTML/CSS,Laravel,MongoDB;MySQL,Cloudflare;Azure;AWS,VS Code;IntelliJ IDEA,ChatGPT;Claude,Weekly,15,Somewhat positive,Moderate threat,Online courses,0,Not looking,2,Often,TypeScript
R08245,2022,United Kingdom,43,Man,Bachelor's degree,25,Data Engineer,Full-time,51-200,Remote,34,78200,4,5,Linux,Bash/Shell;JavaScript;SQL,TensorFlow,DynamoDB;Elasticsearch,DigitalOcean;Cloudflare,IntelliJ IDEA;VS Code,v0,Weekly,24,Neutral,Minimal threat,YouTube,0,Not looking,4,Never,HTMX;Elixir;Rust
R08246,2021,Germany,28,Man,Master's degree,0,Data Scientist,Freelance,1001-5000,Remote,30,30300,3,4,Linux,JavaScript,React Native,MongoDB,Netlify;Azure,Android Studio;WebStorm,Claude,Multiple times daily,44,Very positive,Significant threat,ChatGPT/AI,0,Open to offers,4,Always,Go
R08247,2026,Switzerland,30,Man,Self-taught / Bootcamp,14,Full-Stack Developer,Student,1001-5000,Hybrid,7,25400,4,3,Linux,Java;SQL;C#,Node.js;React,Elasticsearch;Supabase,Vercel;AWS;Cloudflare,Android Studio;WebStorm,ChatGPT,Daily,24,Somewhat positive,No threat,Stack Overflow,1,Open to offers,4,Often,TypeScript
R08248,2020,India,39,Man,Master's degree,14,Full-Stack Developer,Full-time,201-1000,In-Office,34,26900,4,5,Linux,Java;JavaScript;TypeScript;HTML/CSS;Go;SQL,Laravel,Redis;SQLite;MySQL,Google Cloud;DigitalOcean,WebStorm;VS Code;Vim/Neovim,Gemini;ChatGPT,Multiple times daily,50,Very positive,Minimal threat,Official docs,1,Actively looking,3,Often,Web3;HTMX
R08249,2021,South Africa,26,Man,Bachelor's degree,6,DevOps / SRE,Unemployed,51-200,Hybrid,23,0,3,4,macOS,Java;TypeScript,Flutter;Spring Boot;Flask;jQuery,MySQL;MongoDB;PostgreSQL,Google Cloud;AWS,Cursor;VS Code;Android Studio,ChatGPT;Claude;GitHub Copilot,Weekly,14,Somewhat positive,Minimal threat,ChatGPT/AI,1,Not looking,5,Sometimes,Go;AI/ML;TypeScript
R08250,2026,India,24,Non-binary,Self-taught / Bootcamp,0,Mobile Developer,Full-time,1-10,Hybrid,33,12000,4,3,macOS,SQL,Express;NestJS;.NET;Svelte,CockroachDB;Redis,AWS;Render,VS Code;Cursor,Cursor AI;ChatGPT,Monthly,12,Somewhat positive,Moderate threat,Books,0,Open to offers,5,Often,Web3
R08251,2026,Australia,20,Man,Master's degree,0,Student / Intern,Full-time,1001-5000,In-Office,30,13200,5,5,macOS,TypeScript,Next.js;Express;Flutter;Django,SQLite;MySQL;Microsoft SQL Server,Cloudflare,Visual Studio;VS Code,ChatGPT,Daily,29,Somewhat positive,Minimal threat,Official docs,1,Not looking,2,Often,Python;Kubernetes
R08252,2025,United States,32,Man,Master's degree,8,Full-Stack Developer,Full-time,1001-5000,Hybrid,36,105700,4,5,Linux,Kotlin;SQL;Python,Flutter;.NET;React;FastAPI,DynamoDB;Neo4j;MySQL,Google Cloud;AWS,VS Code;PyCharm;Cursor,Claude,Rarely,10,Neutral,Moderate threat,ChatGPT/AI,1,Not looking,5,Often,Python
R08253,2025,Spain,28,Man,Associate degree,1,Data Engineer,Full-time,51-200,Hybrid,49,18800,4,4,Windows,PHP;Go;JavaScript;Java,Node.js;Angular;React,MongoDB,AWS;Cloudflare,VS Code,ChatGPT;Cursor AI;Claude,Daily,41,Somewhat positive,No threat,Colleagues,0,Actively looking,5,Sometimes,Kotlin;Kubernetes;HTMX
R08254,2023,France,33,Man,Some college,4,Full-Stack Developer,Full-time,51-200,Remote,47,38900,4,5,macOS,SQL;Dart,Svelte;htmx,Firebase Realtime DB;MongoDB;PostgreSQL,Azure;AWS,VS Code;IntelliJ IDEA,Amazon CodeWhisperer,Daily,30,Neutral,Significant threat,Books,0,Open to offers,5,Always,AI/ML
R08255,2022,United Kingdom,36,Man,Bachelor's degree,9,Mobile Developer,Full-time,201-1000,Remote,33,64900,4,4,Windows,Rust;HTML/CSS;Kotlin,Spring Boot;Next.js;Vue.js;htmx,SQLite,AWS;Hetzner;DigitalOcean,VS Code;Cursor,,Multiple times daily,60,Very positive,Moderate threat,Stack Overflow,1,Open to offers,5,Sometimes,Zig;Python;Go
R08256,2026,Germany,31,Man,Bachelor's degree,7,Data Engineer,Full-time,10000+,Remote,41,78300,2,5,Linux,SQL;TypeScript;Python;Bash/Shell;Go,TensorFlow;Next.js;Node.js;Vue.js,Firebase Realtime DB;DynamoDB,Google Cloud,Vim/Neovim;Zed;VS Code,GitHub Copilot,Monthly,12,Neutral,Minimal threat,Online courses,1,Not looking,4,Often,TypeScript
R08257,2021,Poland,28,Prefer not to say,Doctorate (PhD),0,Full-Stack Developer,Full-time,201-1000,Remote,26,25200,2,4,macOS,TypeScript,Vue.js;htmx;Laravel;TensorFlow;Node.js,Elasticsearch,DigitalOcean;Heroku,VS Code;Vim/Neovim;Android Studio,,Weekly,16,Somewhat positive,Significant threat,Official docs,0,Open to offers,4,Sometimes,Rust;TypeScript
R08258,2025,United States,32,Man,Bachelor's degree,5,Data Scientist,Part-time,201-1000,Remote,7,127800,3,4,macOS,C++;HTML/CSS;TypeScript;SQL;Python;C#,Express,Microsoft SQL Server;Redis;DynamoDB;SQLite,Azure;AWS,Sublime Text,ChatGPT;GitHub Copilot,Multiple times daily,29,Somewhat negative,No threat,Blogs,0,Not looking,5,Sometimes,Elixir;Swift;Python
R08259,2024,Belgium,49,Man,Master's degree,24,Engineering Manager,Freelance,51-200,In-Office,30,152100,3,4,Windows,TypeScript,Express;Laravel;Bootstrap,PostgreSQL;Firebase Realtime DB;SQLite;Elasticsearch,Google Cloud;AWS;Vercel,Eclipse,ChatGPT,Multiple times daily,44,Somewhat positive,Moderate threat,Online courses,0,Open to offers,5,Sometimes,Zig;AI/ML;HTMX
R08260,2021,Japan,38,Man,Doctorate (PhD),17,Data Engineer,Full-time,51-200,In-Office,29,98200,4,4,Linux,TypeScript;HTML/CSS;Java;SQL;JavaScript,PyTorch;FastAPI;Django;Next.js;Svelte,Supabase;PostgreSQL;Oracle,AWS;Google Cloud,Xcode;VS Code;Cursor,Tabnine;Cursor AI;GitHub Copilot;Gemini,Daily,47,Somewhat positive,Moderate threat,Stack Overflow,1,Open to offers,4,Sometimes,Swift;Go;Zig
